gender0,gender1,gender2,enrolled_university0,enrolled_university1,education_level0,education_level1,education_level2,education_level3,major_discipline0,major_discipline1,major_discipline2,major_discipline3,major_discipline4,company_type0,company_type1,company_type2,company_type3,company_type4,city_development_index,enrollee_id,city,relevent_experience,experience,last_new_job,training_hours,target,min_company_size,max_company_size,avg_company_size,is_avg_nan,avg_comp_size_cat
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038718021299655715,11399,city_13,1,4,1,132,1.0,,,74.5,True,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09230926528433672,31972,city_159,1,11,1,68,0.0,100.0,500.0,300.0,False,4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7720133144388013,19061,city_114,1,11,2,50,0.0,100.0,500.0,300.0,False,4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22706974576414615,6491,city_102,1,10,1,48,0.0,,,74.5,True,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4563674972861354,7041,city_40,1,0,1,65,0.0,1000.0,4999.0,2999.5,False,6
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7011267198340703,22767,city_21,1,5,1,13,0.0,1000.0,4999.0,2999.5,False,6
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905797302223317,14505,city_67,0,4,0,22,0.0,,,74.5,True,3
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7011267198340703,17139,city_21,1,14,1,148,1.0,500.0,999.0,749.5,False,5
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,28476,city_103,1,5,2,72,0.0,,,74.5,True,3
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4526343033903184,21538,city_100,1,11,1,8,1.0,1.0,10.0,5.5,False,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.7011267198340703,10408,city_21,1,18,2,68,1.0,50.0,99.0,74.5,False,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,14928,city_103,1,21,3,40,0.0,100.0,500.0,300.0,False,4
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,22293,city_103,1,19,5,141,0.0,5000.0,9999.0,7499.5,False,7
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,4324,city_103,0,5,1,24,0.0,,,74.5,True,3
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,26966,city_160,1,21,5,82,0.0,100.0,500.0,300.0,False,4
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6409860278548088,26494,city_16,1,12,3,145,0.0,5000.0,9999.0,7499.5,False,7
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7228780819698046,4866,city_103,1,10,2,206,0.0,10.0,49.0,29.5,False,2
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7720133144388013,12726,city_114,0,1,1,152,0.0,10000.0,20000.0,15000.0,False,8
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7720133144388013,10164,city_114,1,21,4,42,1.0,100.0,500.0,300.0,False,4
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,8612,city_103,0,12,4,50,0.0,,,74.5,True,3
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7720133144388013,2547,city_114,1,16,2,14,0.0,1000.0,4999.0,2999.5,False,6
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755634903615803,13854,city_104,1,4,2,36,0.0,10.0,49.0,29.5,False,2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.7011267198340703,31654,city_21,1,6,1,112,1.0,50.0,99.0,74.5,False,3
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3571800925510886,13643,city_64,0,9,0,108,0.0,50.0,99.0,74.5,False,3
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7011267198340703,5590,city_21,1,9,3,7,1.0,5000.0,9999.0,7499.5,False,7
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7011267198340703,22452,city_21,0,5,0,26,1.0,,,74.5,True,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7011267198340703,9006,city_21,1,5,0,87,1.0,100.0,500.0,300.0,False,4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7228780819698046,25987,city_103,1,19,4,52,1.0,10000.0,20000.0,15000.0,False,8
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.241614276993043,4476,city_101,1,15,5,20,1.0,,,74.5,True,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7474456982043025,25103,city_83,1,11,1,21,0.0,10.0,49.0,29.5,False,2
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.241614276993043,5568,city_101,0,4,1,92,1.0,,,74.5,True,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3571800925510886,2195,city_64,1,10,2,102,0.0,100.0,500.0,300.0,False,4
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30896179987914196,30533,city_105,0,5,5,26,0.0,10000.0,20000.0,15000.0,False,8
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.755634903615803,28512,city_104,1,3,2,7,0.0,1.0,10.0,5.5,False,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7720133144388013,1023,city_114,0,4,1,43,0.0,10000.0,20000.0,15000.0,False,8
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755634903615803,12253,city_104,1,21,1,45,0.0,100.0,500.0,300.0,False,4
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6365300163391253,25296,city_73,1,2,2,52,0.0,50.0,99.0,74.5,False,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,13238,city_103,1,21,2,19,0.0,,,74.5,True,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5300703459896308,18578,city_162,1,21,5,26,1.0,100.0,500.0,300.0,False,4
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905797302223317,29975,city_67,1,6,1,90,0.0,,,74.5,True,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8784729847882968,26516,city_75,1,6,3,25,0.0,100.0,500.0,300.0,False,4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4526343033903184,8433,city_100,1,21,5,48,0.0,100.0,500.0,300.0,False,4
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27247178433732755,5878,city_93,1,10,2,142,1.0,50.0,99.0,74.5,False,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905797302223317,25695,city_67,0,4,4,13,0.0,10000.0,20000.0,15000.0,False,8
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6409860278548088,9645,city_16,1,15,5,47,0.0,,,74.5,True,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6409860278548088,12730,city_16,1,14,1,28,0.0,500.0,999.0,749.5,False,5
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3571800925510886,20970,city_64,1,21,4,22,0.0,,,74.5,True,3
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7011267198340703,17271,city_21,0,0,0,18,1.0,,,74.5,True,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038718021299655715,12731,city_13,1,2,1,29,0.0,10.0,49.0,29.5,False,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905797302223317,10908,city_67,1,5,1,46,0.0,100.0,500.0,300.0,False,4
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3071279202850388,29117,city_11,0,0,0,12,0.0,,,74.5,True,3
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,3686,city_103,1,5,2,17,0.0,100.0,500.0,300.0,False,4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5017695358593159,22683,city_36,1,5,2,65,0.0,50.0,99.0,74.5,False,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,22134,city_103,0,3,1,35,0.0,100.0,500.0,300.0,False,4
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905797302223317,31765,city_67,0,9,3,14,0.0,10000.0,20000.0,15000.0,False,8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7228780819698046,31449,city_103,1,2,1,4,0.0,1.0,10.0,5.5,False,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,5987,city_103,1,15,5,12,0.0,50.0,99.0,74.5,False,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,21762,city_160,1,21,2,108,0.0,50.0,99.0,74.5,False,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,22070,city_103,0,21,1,136,0.0,,,74.5,True,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,25413,city_103,1,5,1,27,0.0,10.0,49.0,29.5,False,2
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.29258338905614373,5902,city_20,1,4,1,74,0.0,50.0,99.0,74.5,False,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42806668715581964,28403,city_71,1,15,1,86,0.0,10.0,49.0,29.5,False,2
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28066098974882714,30937,city_57,0,0,2,83,0.0,10.0,49.0,29.5,False,2
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,28751,city_103,0,4,3,75,0.0,,,74.5,True,3
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.095125519383102,29290,city_152,0,11,2,42,0.0,,,74.5,True,3
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,32401,city_103,1,6,1,332,0.0,100.0,500.0,300.0,False,4
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6409860278548088,29036,city_16,0,3,0,182,0.0,,,74.5,True,3
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,16869,city_103,0,3,1,13,1.0,100.0,500.0,300.0,False,4
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2261528059670945,10497,city_19,1,5,2,172,1.0,10.0,49.0,29.5,False,2
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7228780819698046,18099,city_103,1,10,1,48,0.0,100.0,500.0,300.0,False,4
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2434481565871453,12081,city_65,1,9,1,33,0.0,50.0,99.0,74.5,False,3
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,7364,city_160,0,2,1,142,0.0,100.0,500.0,300.0,False,4
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0696409633515516,11184,city_74,0,2,1,34,0.0,100.0,500.0,300.0,False,4
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2434481565871453,7016,city_65,1,6,2,14,1.0,50.0,99.0,74.5,False,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3071279202850388,8695,city_11,1,6,2,27,1.0,10.0,49.0,29.5,False,2
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3071279202850388,6172,city_11,1,8,1,24,1.0,100.0,500.0,300.0,False,4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37893145468682216,14672,city_173,0,21,1,150,0.0,,,74.5,True,3
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7228780819698046,18257,city_103,1,11,5,20,0.0,500.0,999.0,749.5,False,5
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7228780819698046,24493,city_103,1,5,1,140,0.0,500.0,999.0,749.5,False,5
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6409860278548088,1180,city_16,1,12,1,52,0.0,5000.0,9999.0,7499.5,False,7
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8784729847882968,28627,city_75,1,21,2,160,0.0,50.0,99.0,74.5,False,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5345263575053143,8168,city_136,1,9,2,3,0.0,5000.0,9999.0,7499.5,False,7
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7011267198340703,10473,city_21,1,2,2,2,1.0,1.0,10.0,5.5,False,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6409860278548088,25349,city_16,1,21,5,28,0.0,1000.0,4999.0,2999.5,False,6
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6365300163391253,5220,city_73,1,21,4,46,0.0,,,74.5,True,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905797302223317,4789,city_67,1,8,1,210,0.0,50.0,99.0,74.5,False,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7720133144388013,11338,city_114,1,10,1,36,0.0,1.0,10.0,5.5,False,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9603650389032926,27963,city_98,0,4,1,160,1.0,,,74.5,True,3
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.7011267198340703,8571,city_21,1,2,2,101,0.0,10.0,49.0,29.5,False,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7720133144388013,16303,city_114,1,6,1,46,0.0,50.0,99.0,74.5,False,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7638241090273026,20576,city_97,1,21,5,19,0.0,1000.0,4999.0,2999.5,False,6
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7011267198340703,32966,city_21,1,3,2,26,1.0,100.0,500.0,300.0,False,4
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.095125519383102,21199,city_90,1,7,1,90,0.0,1.0,10.0,5.5,False,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5263371520938137,18819,city_50,1,9,4,59,0.0,1.0,10.0,5.5,False,1
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7228780819698046,14199,city_160,1,10,1,260,0.0,50.0,99.0,74.5,False,3
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7011267198340703,7666,city_21,1,11,5,74,0.0,50.0,99.0,74.5,False,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6409860278548088,13915,city_16,1,21,2,20,1.0,100.0,500.0,300.0,False,4
